stage_name,stage_date,stage_length,stage_PNT_rank,stage_PNT_rider,stage_PNT_team,stage_PNT_points
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),25,THOMAS Geraint,INEOS Grenadiers,20
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),26,BARGUIL Warren,Team Arkéa Samsic,19
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),27,BONIFAZIO Niccolò,Intermarché - Circus - Wanty,19
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),28,VERONA Carlos,Movistar Team,18
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),29,KONYCHEV Alexander,Team Corratec - Selle Italia,18
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),30,ALMEIDA João,UAE Team Emirates,18
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),31,CHAMPION Thomas,Cofidis,18
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),32,VACEK Karel,Team Corratec - Selle Italia,18
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),33,PINOT Thibaut,Groupama - FDJ,17
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),34,CONSONNI Simone,Cofidis,16
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),35,RUBIO Einer Augusto,Movistar Team,15
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),36,BAIS Mattia,EOLO-Kometa,14
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),37,DALLA VALLE Nicolas,Team Corratec - Selle Italia,14
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),38,QUARTERMAN Charlie,Team Corratec - Selle Italia,12
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),39,ZANA Filippo,Team Jayco AlUla,12
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),40,BERWICK Sebastian,Israel - Premier Tech,12
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),41,PARET-PEINTRE Valentin,AG2R Citroën Team,11
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),42,TONELLI Alessandro,Green Project-Bardiani CSF-Faizanè,11
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),43,GHEBREIGZABHIER Amanuel,Trek - Segafredo,10
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),44,GAVIRIA Fernando,Movistar Team,10
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),45,CEPEDA Jefferson Alexander,EF Education-EasyPost,9
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),46,ARMIRAIL Bruno,Groupama - FDJ,8
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),47,FRIGO Marco,Israel - Premier Tech,8
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),48,MOLLEMA Bauke,Trek - Segafredo,8
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),49,GAVAZZI Francesco,EOLO-Kometa,8
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),50,DUNBAR Eddie,Team Jayco AlUla,7
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),51,ROTA Lorenzo,Intermarché - Circus - Wanty,7
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),52,PASQUALON Andrea,Bahrain - Victorious,7
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),53,SCARONI Christian,Astana Qazaqstan Team,7
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),54,STEWART Jake,Groupama - FDJ,7
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),55,CLARKE Simon,Israel - Premier Tech,6
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),56,SÜTTERLIN Jasha,Bahrain - Victorious,6
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),57,SEVILLA Diego Pablo,EOLO-Kometa,6
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),58,KANTER Max,Movistar Team,6
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),59,CARTHY Hugh,EF Education-EasyPost,5
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),60,VAN WILDER Ilan,Soudal - Quick Step,5
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),61,DELETTRE Alexandre,Cofidis,5
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),62,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),63,MAGLI Filippo,Green Project-Bardiani CSF-Faizanè,5
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),64,CARUSO Damiano,Bahrain - Victorious,4
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),65,ARENSMAN Thymen,INEOS Grenadiers,4
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),66,VELASCO Simone,Astana Qazaqstan Team,4
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),67,BOUWMAN Koen,Jumbo-Visma,4
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),68,VINE Jay,UAE Team Emirates,4
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),69,PRODHOMME Nicolas,AG2R Citroën Team,3
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),70,MCNULTY Brandon,UAE Team Emirates,3
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),71,KÄMNA Lennard,BORA - hansgrohe,2
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),72,HESSMANN Michel,Jumbo-Visma,2
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),73,GIBBONS Ryan,UAE Team Emirates,2
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),74,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,2
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),75,LIENHARD Fabian,Groupama - FDJ,2
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),76,STEWART Campbell,Team Jayco AlUla,2
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),77,LASTRA Jonathan,Cofidis,1
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),78,PÖSTLBERGER Lukas,Team Jayco AlUla,1
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),79,BAUDIN Alex,AG2R Citroën Team,1
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),80,KIRSCH Alex,Trek - Segafredo,1
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),81,HEPBURN Michael,Team Jayco AlUla,1
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),-,PRONSKIY Vadim,Astana Qazaqstan Team,-3
Stage 14 | Sierre - Cassano Magnago,20/05,(194k),-,DAINESE Alberto,Team DSM,-13
Stage 15 | Seregno - Bergamo,21/05,(195k),1,MILAN Jonathan,Bahrain - Victorious,164
Stage 15 | Seregno - Bergamo,21/05,(195k),2,GEE Derek,Israel - Premier Tech,112
Stage 15 | Seregno - Bergamo,21/05,(195k),3,ACKERMANN Pascal,UAE Team Emirates,88
Stage 15 | Seregno - Bergamo,21/05,(195k),4,DENZ Nico,BORA - hansgrohe,75
Stage 15 | Seregno - Bergamo,21/05,(195k),5,SKUJIŅŠ Toms,Trek - Segafredo,71
Stage 15 | Seregno - Bergamo,21/05,(195k),6,MATTHEWS Michael,Team Jayco AlUla,68
Stage 15 | Seregno - Bergamo,21/05,(195k),7,CORT Magnus,EF Education-EasyPost,56
Stage 15 | Seregno - Bergamo,21/05,(195k),8,MAYRHOFER Marius,Team DSM,53
Stage 15 | Seregno - Bergamo,21/05,(195k),9,CAVENDISH Mark,Astana Qazaqstan Team,51
Stage 15 | Seregno - Bergamo,21/05,(195k),10,ALBANESE Vincenzo,EOLO-Kometa,46
Stage 15 | Seregno - Bergamo,21/05,(195k),11,BAIS Davide,EOLO-Kometa,44
Stage 15 | Seregno - Bergamo,21/05,(195k),12,HEALY Ben,EF Education-EasyPost,41
Stage 15 | Seregno - Bergamo,21/05,(195k),13,DE MARCHI Alessandro,Team Jayco AlUla,41
Stage 15 | Seregno - Bergamo,21/05,(195k),14,BALLERINI Davide,Soudal - Quick Step,40
Stage 15 | Seregno - Bergamo,21/05,(195k),15,OLDANI Stefano,Alpecin-Deceuninck,40
Stage 15 | Seregno - Bergamo,21/05,(195k),16,PARET-PEINTRE Aurélien,AG2R Citroën Team,33
Stage 15 | Seregno - Bergamo,21/05,(195k),17,BETTIOL Alberto,EF Education-EasyPost,29
Stage 15 | Seregno - Bergamo,21/05,(195k),18,MAESTRI Mirco,EOLO-Kometa,29
Stage 15 | Seregno - Bergamo,21/05,(195k),19,MARIT Arne,Intermarché - Circus - Wanty,29
Stage 15 | Seregno - Bergamo,21/05,(195k),20,REX Laurenz,Intermarché - Circus - Wanty,26
Stage 15 | Seregno - Bergamo,21/05,(195k),21,FIORELLI Filippo,Green Project-Bardiani CSF-Faizanè,25
Stage 15 | Seregno - Bergamo,21/05,(195k),22,LEKNESSUND Andreas,Team DSM,22
Stage 15 | Seregno - Bergamo,21/05,(195k),23,RUBIO Einer Augusto,Movistar Team,21
Stage 15 | Seregno - Bergamo,21/05,(195k),24,ROGLIČ Primož,Jumbo-Visma,21
Stage 15 | Seregno - Bergamo,21/05,(195k),25,STOJNIĆ Veljko,Team Corratec - Selle Italia,20
Stage 15 | Seregno - Bergamo,21/05,(195k),26,THOMAS Geraint,INEOS Grenadiers,20
Stage 15 | Seregno - Bergamo,21/05,(195k),27,MCNULTY Brandon,UAE Team Emirates,19
Stage 15 | Seregno - Bergamo,21/05,(195k),28,BONIFAZIO Niccolò,Intermarché - Circus - Wanty,19
Stage 15 | Seregno - Bergamo,21/05,(195k),29,BARGUIL Warren,Team Arkéa Samsic,19
Stage 15 | Seregno - Bergamo,21/05,(195k),30,VERONA Carlos,Movistar Team,18
Stage 15 | Seregno - Bergamo,21/05,(195k),31,KONYCHEV Alexander,Team Corratec - Selle Italia,18
Stage 15 | Seregno - Bergamo,21/05,(195k),32,ALMEIDA João,UAE Team Emirates,18
Stage 15 | Seregno - Bergamo,21/05,(195k),33,MOLLEMA Bauke,Trek - Segafredo,18
Stage 15 | Seregno - Bergamo,21/05,(195k),34,CHAMPION Thomas,Cofidis,18
Stage 15 | Seregno - Bergamo,21/05,(195k),35,VACEK Karel,Team Corratec - Selle Italia,18
Stage 15 | Seregno - Bergamo,21/05,(195k),36,PINOT Thibaut,Groupama - FDJ,17
Stage 15 | Seregno - Bergamo,21/05,(195k),37,FRIGO Marco,Israel - Premier Tech,17
Stage 15 | Seregno - Bergamo,21/05,(195k),38,PASQUALON Andrea,Bahrain - Victorious,16
Stage 15 | Seregno - Bergamo,21/05,(195k),39,BERWICK Sebastian,Israel - Premier Tech,16
Stage 15 | Seregno - Bergamo,21/05,(195k),40,CONSONNI Simone,Cofidis,16
Stage 15 | Seregno - Bergamo,21/05,(195k),41,BAIS Mattia,EOLO-Kometa,14
Stage 15 | Seregno - Bergamo,21/05,(195k),42,DALLA VALLE Nicolas,Team Corratec - Selle Italia,14
Stage 15 | Seregno - Bergamo,21/05,(195k),43,QUARTERMAN Charlie,Team Corratec - Selle Italia,12
Stage 15 | Seregno - Bergamo,21/05,(195k),44,ZANA Filippo,Team Jayco AlUla,12
Stage 15 | Seregno - Bergamo,21/05,(195k),45,PARET-PEINTRE Valentin,AG2R Citroën Team,11
Stage 15 | Seregno - Bergamo,21/05,(195k),46,TONELLI Alessandro,Green Project-Bardiani CSF-Faizanè,11
Stage 15 | Seregno - Bergamo,21/05,(195k),47,GAVAZZI Francesco,EOLO-Kometa,10
Stage 15 | Seregno - Bergamo,21/05,(195k),48,GHEBREIGZABHIER Amanuel,Trek - Segafredo,10
Stage 15 | Seregno - Bergamo,21/05,(195k),49,GAVIRIA Fernando,Movistar Team,10
Stage 15 | Seregno - Bergamo,21/05,(195k),50,VELASCO Simone,Astana Qazaqstan Team,9
Stage 15 | Seregno - Bergamo,21/05,(195k),51,CEPEDA Jefferson Alexander,EF Education-EasyPost,9
Stage 15 | Seregno - Bergamo,21/05,(195k),52,ARMIRAIL Bruno,Groupama - FDJ,8
Stage 15 | Seregno - Bergamo,21/05,(195k),53,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,8
Stage 15 | Seregno - Bergamo,21/05,(195k),54,DUNBAR Eddie,Team Jayco AlUla,7
Stage 15 | Seregno - Bergamo,21/05,(195k),55,ROTA Lorenzo,Intermarché - Circus - Wanty,7
Stage 15 | Seregno - Bergamo,21/05,(195k),56,SCARONI Christian,Astana Qazaqstan Team,7
Stage 15 | Seregno - Bergamo,21/05,(195k),57,STEWART Jake,Groupama - FDJ,7
Stage 15 | Seregno - Bergamo,21/05,(195k),58,CLARKE Simon,Israel - Premier Tech,6
Stage 15 | Seregno - Bergamo,21/05,(195k),59,SÜTTERLIN Jasha,Bahrain - Victorious,6
Stage 15 | Seregno - Bergamo,21/05,(195k),60,SEVILLA Diego Pablo,EOLO-Kometa,6
Stage 15 | Seregno - Bergamo,21/05,(195k),61,KANTER Max,Movistar Team,6
Stage 15 | Seregno - Bergamo,21/05,(195k),62,CARTHY Hugh,EF Education-EasyPost,5
Stage 15 | Seregno - Bergamo,21/05,(195k),63,VAN WILDER Ilan,Soudal - Quick Step,5
Stage 15 | Seregno - Bergamo,21/05,(195k),64,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 15 | Seregno - Bergamo,21/05,(195k),65,DELETTRE Alexandre,Cofidis,5
Stage 15 | Seregno - Bergamo,21/05,(195k),66,MAGLI Filippo,Green Project-Bardiani CSF-Faizanè,5
Stage 15 | Seregno - Bergamo,21/05,(195k),67,CARUSO Damiano,Bahrain - Victorious,4
Stage 15 | Seregno - Bergamo,21/05,(195k),68,ARENSMAN Thymen,INEOS Grenadiers,4
Stage 15 | Seregno - Bergamo,21/05,(195k),69,BOUWMAN Koen,Jumbo-Visma,4
Stage 15 | Seregno - Bergamo,21/05,(195k),70,VINE Jay,UAE Team Emirates,4
Stage 15 | Seregno - Bergamo,21/05,(195k),71,HUYS Laurens,Intermarché - Circus - Wanty,3
Stage 15 | Seregno - Bergamo,21/05,(195k),72,PRODHOMME Nicolas,AG2R Citroën Team,3
Stage 15 | Seregno - Bergamo,21/05,(195k),73,KÄMNA Lennard,BORA - hansgrohe,2
Stage 15 | Seregno - Bergamo,21/05,(195k),74,HESSMANN Michel,Jumbo-Visma,2
Stage 15 | Seregno - Bergamo,21/05,(195k),75,GIBBONS Ryan,UAE Team Emirates,2
Stage 15 | Seregno - Bergamo,21/05,(195k),76,LIENHARD Fabian,Groupama - FDJ,2
Stage 15 | Seregno - Bergamo,21/05,(195k),77,STEWART Campbell,Team Jayco AlUla,2
Stage 15 | Seregno - Bergamo,21/05,(195k),78,LASTRA Jonathan,Cofidis,1
Stage 15 | Seregno - Bergamo,21/05,(195k),79,BIDARD François,Cofidis,1
Stage 15 | Seregno - Bergamo,21/05,(195k),80,PÖSTLBERGER Lukas,Team Jayco AlUla,1
Stage 15 | Seregno - Bergamo,21/05,(195k),81,BAUDIN Alex,AG2R Citroën Team,1
Stage 15 | Seregno - Bergamo,21/05,(195k),82,KIRSCH Alex,Trek - Segafredo,1
Stage 15 | Seregno - Bergamo,21/05,(195k),83,HEPBURN Michael,Team Jayco AlUla,1
Stage 15 | Seregno - Bergamo,21/05,(195k),-,PRONSKIY Vadim,Astana Qazaqstan Team,-3
Stage 15 | Seregno - Bergamo,21/05,(195k),-,DAINESE Alberto,Team DSM,-5
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),1,MILAN Jonathan,Bahrain - Victorious,176
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),2,GEE Derek,Israel - Premier Tech,118
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),3,ACKERMANN Pascal,UAE Team Emirates,88
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),4,SKUJIŅŠ Toms,Trek - Segafredo,79
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),5,DENZ Nico,BORA - hansgrohe,75
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),6,MATTHEWS Michael,Team Jayco AlUla,68
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),7,CORT Magnus,EF Education-EasyPost,56
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),8,MAYRHOFER Marius,Team DSM,53
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),9,CAVENDISH Mark,Astana Qazaqstan Team,51
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),10,ALBANESE Vincenzo,EOLO-Kometa,46
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),11,BAIS Davide,EOLO-Kometa,44
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),12,HEALY Ben,EF Education-EasyPost,41
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),13,DE MARCHI Alessandro,Team Jayco AlUla,41
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),14,OLDANI Stefano,Alpecin-Deceuninck,40
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),15,ALMEIDA João,UAE Team Emirates,33
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),16,PARET-PEINTRE Aurélien,AG2R Citroën Team,33
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),17,THOMAS Geraint,INEOS Grenadiers,32
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),18,ROGLIČ Primož,Jumbo-Visma,30
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),19,BETTIOL Alberto,EF Education-EasyPost,29
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),20,MAESTRI Mirco,EOLO-Kometa,29
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),21,MARIT Arne,Intermarché - Circus - Wanty,29
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),22,REX Laurenz,Intermarché - Circus - Wanty,26
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),23,FIORELLI Filippo,Green Project-Bardiani CSF-Faizanè,25
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),24,RUBIO Einer Augusto,Movistar Team,24
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),25,LEKNESSUND Andreas,Team DSM,22
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),26,STOJNIĆ Veljko,Team Corratec - Selle Italia,20
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),27,MCNULTY Brandon,UAE Team Emirates,19
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),28,BAIS Mattia,EOLO-Kometa,19
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),29,BONIFAZIO Niccolò,Intermarché - Circus - Wanty,19
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),30,BARGUIL Warren,Team Arkéa Samsic,19
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),31,VERONA Carlos,Movistar Team,18
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),32,KONYCHEV Alexander,Team Corratec - Selle Italia,18
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),33,MOLLEMA Bauke,Trek - Segafredo,18
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),34,CHAMPION Thomas,Cofidis,18
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),35,VACEK Karel,Team Corratec - Selle Italia,18
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),36,PINOT Thibaut,Groupama - FDJ,17
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),37,FRIGO Marco,Israel - Premier Tech,17
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),38,PASQUALON Andrea,Bahrain - Victorious,16
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),39,BERWICK Sebastian,Israel - Premier Tech,16
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),40,CONSONNI Simone,Cofidis,16
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),41,DUNBAR Eddie,Team Jayco AlUla,14
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),42,PARET-PEINTRE Valentin,AG2R Citroën Team,14
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),43,DALLA VALLE Nicolas,Team Corratec - Selle Italia,14
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),44,QUARTERMAN Charlie,Team Corratec - Selle Italia,12
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),45,ZANA Filippo,Team Jayco AlUla,12
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),46,TONELLI Alessandro,Green Project-Bardiani CSF-Faizanè,11
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),47,VAN WILDER Ilan,Soudal - Quick Step,10
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),48,GAVAZZI Francesco,EOLO-Kometa,10
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),49,GAVIRIA Fernando,Movistar Team,10
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),50,VELASCO Simone,Astana Qazaqstan Team,9
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),51,CEPEDA Jefferson Alexander,EF Education-EasyPost,9
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),52,MAGLI Filippo,Green Project-Bardiani CSF-Faizanè,9
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),53,CARUSO Damiano,Bahrain - Victorious,8
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),54,ARMIRAIL Bruno,Groupama - FDJ,8
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),55,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,8
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),56,ROTA Lorenzo,Intermarché - Circus - Wanty,7
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),57,SCARONI Christian,Astana Qazaqstan Team,7
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),58,STEWART Jake,Groupama - FDJ,7
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),59,KUSS Sepp,Jumbo-Visma,6
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),60,SÜTTERLIN Jasha,Bahrain - Victorious,6
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),61,SEVILLA Diego Pablo,EOLO-Kometa,6
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),62,KANTER Max,Movistar Team,6
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),63,ARENSMAN Thymen,INEOS Grenadiers,5
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),64,CARTHY Hugh,EF Education-EasyPost,5
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),65,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),66,DELETTRE Alexandre,Cofidis,5
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),67,BOUWMAN Koen,Jumbo-Visma,4
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),68,VINE Jay,UAE Team Emirates,4
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),69,HUYS Laurens,Intermarché - Circus - Wanty,3
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),70,PRODHOMME Nicolas,AG2R Citroën Team,3
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),71,HEPBURN Michael,Team Jayco AlUla,3
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),72,KÄMNA Lennard,BORA - hansgrohe,2
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),73,DE PLUS Laurens,INEOS Grenadiers,2
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),74,HESSMANN Michel,Jumbo-Visma,2
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),75,GIBBONS Ryan,UAE Team Emirates,2
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),76,LIENHARD Fabian,Groupama - FDJ,2
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),77,STEWART Campbell,Team Jayco AlUla,2
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),78,LASTRA Jonathan,Cofidis,1
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),79,BIDARD François,Cofidis,1
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),80,PUCCIO Salvatore,INEOS Grenadiers,1
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),81,BAUDIN Alex,AG2R Citroën Team,1
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),82,PÖSTLBERGER Lukas,Team Jayco AlUla,1
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),83,KIRSCH Alex,Trek - Segafredo,1
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),-,FORTUNATO Lorenzo,EOLO-Kometa,-3
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),-,PRONSKIY Vadim,Astana Qazaqstan Team,-3
Stage 16 | Sabbio Chiese - Monte Bondone,23/05,(203k),-,DAINESE Alberto,Team DSM,-5
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),1,MILAN Jonathan,Bahrain - Victorious,215
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),2,GEE Derek,Israel - Premier Tech,121
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),3,ACKERMANN Pascal,UAE Team Emirates,95
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),4,MATTHEWS Michael,Team Jayco AlUla,93
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),5,SKUJIŅŠ Toms,Trek - Segafredo,79
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),6,DENZ Nico,BORA - hansgrohe,77
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),7,CORT Magnus,EF Education-EasyPost,56
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),8,MAYRHOFER Marius,Team DSM,53
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),9,CAVENDISH Mark,Astana Qazaqstan Team,51
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),10,ALBANESE Vincenzo,EOLO-Kometa,51
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),11,OLDANI Stefano,Alpecin-Deceuninck,47
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),12,DAINESE Alberto,Team DSM,45
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),13,BAIS Davide,EOLO-Kometa,44
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),14,HEALY Ben,EF Education-EasyPost,41
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),15,DE MARCHI Alessandro,Team Jayco AlUla,41
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),16,BONIFAZIO Niccolò,Intermarché - Circus - Wanty,37
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),17,ALMEIDA João,UAE Team Emirates,33
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),18,PARET-PEINTRE Aurélien,AG2R Citroën Team,33
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),19,MARIT Arne,Intermarché - Circus - Wanty,33
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),20,THOMAS Geraint,INEOS Grenadiers,32
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),21,ROGLIČ Primož,Jumbo-Visma,30
