"stage_name","stage_date","stage_length","stage_rank_name","stage_rank_rider","stage_rank_team","stage_rank_points","stage_rank_time"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","101","KONOVALOVAS Ignatas","Groupama - FDJ","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","102","BOUET Maxime","Team Arkéa Samsic","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","103","DOMBROWSKI Joe","Astana Qazaqstan Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","104","DE BOD Stefan","EF Education-EasyPost","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","105","HEALY Ben","EF Education-EasyPost","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","106","FORTUNATO Lorenzo","EOLO-Kometa","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","107","BONIFAZIO Niccolò","Intermarché - Circus - Wanty","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","108","SEVILLA Diego Pablo","EOLO-Kometa","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","109","VERONA Carlos","Movistar Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","110","RUBIO Einer Augusto","Movistar Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","111","LIENHARD Fabian","Groupama - FDJ","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","112","STEWART Jake","Groupama - FDJ","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","113","ČERNÝ Josef","Soudal - Quick Step","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","114","BIDARD François","Cofidis","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","115","HVIDEBERG Jonas Iversby","Team DSM","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","116","HIRT Jan","Soudal - Quick Step","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","117","MARCELLUSI Martin","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","118","PÖSTLBERGER Lukas","Team Jayco AlUla","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","119","SWIFT Ben","INEOS Grenadiers","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","120","VERRE Alessandro","Team Arkéa Samsic","","23:02"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","121","BAIS Mattia","EOLO-Kometa","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","122","PRONSKIY Vadim","Astana Qazaqstan Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","123","IACCHI Alessandro","Team Corratec - Selle Italia","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","124","BAUDIN Alex","AG2R Citroën Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","125","BAIS Davide","EOLO-Kometa","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","126","TORRES Albert","Movistar Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","127","VACEK Karel","Team Corratec - Selle Italia","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","128","BENEDETTI Cesare","BORA - hansgrohe","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","129","MCNULTY Brandon","UAE Team Emirates","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","130","RICCITELLO Matthew","Israel - Premier Tech","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","131","MULUBRHAN Henok","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","132","DAINESE Alberto","Team DSM","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","133","BARTA Will","Movistar Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","134","VANHOUCKE Harm","Team DSM","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","135","VENDRAME Andrea","AG2R Citroën Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","136","RODRÍGUEZ Óscar","Movistar Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","137","CAICEDO Jonathan Klever","EF Education-EasyPost","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","138","GUERNALEC Thibault","Team Arkéa Samsic","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","139","BARGUIL Warren","Team Arkéa Samsic","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","140","CHEREL Mikaël","AG2R Citroën Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","141","GROVES Kaden","Alpecin-Deceuninck","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","142","MATTHEWS Michael","Team Jayco AlUla","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","143","REX Laurenz","Intermarché - Circus - Wanty","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","144","GAVIRIA Fernando","Movistar Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","145","SÁNCHEZ Luis León","Astana Qazaqstan Team","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","146","GABBURO Davide","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","147","ARASHIRO Yukiya","Bahrain - Victorious","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","148","RIOU Alan","Team Arkéa Samsic","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","149","STEWART Campbell","Team Jayco AlUla","","26:55"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","150","HEPBURN Michael","Team Jayco AlUla","",",,"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNF","VLASOV Aleksandr","BORA - hansgrohe","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNF","TUSVELD Martijn","Team DSM","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNF","PETILLI Simone","Intermarché - Circus - Wanty","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNF","FETTER Erik","EOLO-Kometa","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","KÜNG Stefan","Groupama - FDJ","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","SCOTSON Callum","Team Jayco AlUla","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","EVENEPOEL Remco","Soudal - Quick Step","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","BYSTRØM Sven Erik","Intermarché - Circus - Wanty","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","POZZOVIVO Domenico","Israel - Premier Tech","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","RIESEBEEK Oscar","Alpecin-Deceuninck","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","URÁN Rigoberto","EF Education-EasyPost","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","TAARAMÄE Rein","Intermarché - Circus - Wanty","","-"
"Stage 10 | Scandiano - Viareggio","16/05","(196k)","DNS","WÜRTZ SCHMIDT Mads","Israel - Premier Tech","","-"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","1","ACKERMANN Pascal","UAE Team Emirates","80","5:09:02"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","2","MILAN Jonathan","Bahrain - Victorious","50",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","3","CAVENDISH Mark","Astana Qazaqstan Team","35",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","4","PEDERSEN Mads","Trek - Segafredo","25",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","5","OLDANI Stefano","Alpecin-Deceuninck","18",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","6","ALBANESE Vincenzo","EOLO-Kometa","15",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","7","MAYRHOFER Marius","Team DSM","12",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","8","BALLERINI Davide","Soudal - Quick Step","10",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","9","CONSONNI Simone","Cofidis","8",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","10","MARIT Arne","Intermarché - Circus - Wanty","6",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","11","BONIFAZIO Niccolò","Intermarché - Circus - Wanty","5",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","12","KANTER Max","Movistar Team","4",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","13","FIORELLI Filippo","Green Project-Bardiani CSF-Faizanè","3",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","14","LIENHARD Fabian","Groupama - FDJ","2",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","15","MARCELLUSI Martin","Green Project-Bardiani CSF-Faizanè","1",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","16","ROJAS José Joaquín","Movistar Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","17","KÄMNA Lennard","BORA - hansgrohe","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","18","ROTA Lorenzo","Intermarché - Circus - Wanty","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","19","CARUSO Damiano","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","20","KONYCHEV Alexander","Team Corratec - Selle Italia","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","21","MÄRKL Niklas","Team DSM","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","22","GIBBONS Ryan","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","23","KIRSCH Alex","Trek - Segafredo","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","24","SBARAGLI Kristian","Alpecin-Deceuninck","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","25","DENZ Nico","BORA - hansgrohe","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","26","MAESTRI Mirco","EOLO-Kometa","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","27","SKUJIŅŠ Toms","Trek - Segafredo","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","28","MAGLI Filippo","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","29","HEPBURN Michael","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","30","MATTHEWS Michael","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","31","MOSCON Gianni","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","32","PASQUALON Andrea","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","33","DAINESE Alberto","Team DSM","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","34","HOOLE Daan","Trek - Segafredo","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","35","DALLA VALLE Nicolas","Team Corratec - Selle Italia","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","36","GAVAZZI Francesco","EOLO-Kometa","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","37","ULISSI Diego","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","38","PRODHOMME Nicolas","AG2R Citroën Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","39","GUERNALEC Thibault","Team Arkéa Samsic","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","40","BAUDIN Alex","AG2R Citroën Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","41","RIOU Alan","Team Arkéa Samsic","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","42","PARET-PEINTRE Valentin","AG2R Citroën Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","43","DELETTRE Alexandre","Cofidis","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","44","COVILI Luca","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","45","TOUMIRE Hugo","Cofidis","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","46","ARMIRAIL Bruno","Groupama - FDJ","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","47","BOUET Maxime","Team Arkéa Samsic","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","48","QUARTERMAN Charlie","Team Corratec - Selle Italia","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","49","GEE Derek","Israel - Premier Tech","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","50","MOLLEMA Bauke","Trek - Segafredo","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","51","PALZER Anton","BORA - hansgrohe","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","52","PARET-PEINTRE Aurélien","AG2R Citroën Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","53","MOLARD Rudy","Groupama - FDJ","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","54","BOUWMAN Koen","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","55","DE PLUS Laurens","INEOS Grenadiers","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","56","KONRAD Patrick","BORA - hansgrohe","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","57","DENNIS Rohan","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","58","BAIS Davide","EOLO-Kometa","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","59","ZAMBANINI Edoardo","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","60","PUCCIO Salvatore","INEOS Grenadiers","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","61","AFFINI Edoardo","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","62","THOMAS Geraint","INEOS Grenadiers","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","63","BATTISTELLA Samuele","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","64","LEKNESSUND Andreas","Team DSM","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","65","WARBASSE Larry","AG2R Citroën Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","66","HUYS Laurens","Intermarché - Circus - Wanty","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","67","HAIG Jack","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","68","LEYSEN Senne","Alpecin-Deceuninck","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","69","ARASHIRO Yukiya","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","70","SWIFT Ben","INEOS Grenadiers","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","71","VACEK Karel","Team Corratec - Selle Italia","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","72","TORRES Albert","Movistar Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","73","ZANA Filippo","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","74","GABBURO Davide","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","75","FORTUNATO Lorenzo","EOLO-Kometa","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","76","ARENSMAN Thymen","INEOS Grenadiers","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","77","OOMEN Sam","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","78","RICCITELLO Matthew","Israel - Premier Tech","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","79","CHAMPION Thomas","Cofidis","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","80","RUBIO Einer Augusto","Movistar Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","81","ALMEIDA João","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","82","TONELLI Alessandro","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","83","HESSMANN Michel","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","84","HVIDEBERG Jonas Iversby","Team DSM","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","85","DUNBAR Eddie","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","86","VAN WILDER Ilan","Soudal - Quick Step","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","87","SERRY Pieter","Soudal - Quick Step","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","88","PINOT Thibaut","Groupama - FDJ","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","89","VELASCO Simone","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","90","DE BOD Stefan","EF Education-EasyPost","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","91","BUITRAGO Santiago","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","92","SCARONI Christian","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","93","BAIS Mattia","EOLO-Kometa","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","94","KUSS Sepp","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","95","ROGLIČ Primož","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","96","LASTRA Jonathan","Cofidis","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","97","CEPEDA Jefferson Alexander","EF Education-EasyPost","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","98","VINE Jay","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","99","BIDARD François","Cofidis","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","100","FORMOLO Davide","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","101","BETTIOL Alberto","EF Education-EasyPost","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","102","CARTHY Hugh","EF Education-EasyPost","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","103","STOJNIĆ Veljko","Team Corratec - Selle Italia","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","104","IACCHI Alessandro","Team Corratec - Selle Italia","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","105","SÁNCHEZ Luis León","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","106","BARTA Will","Movistar Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","107","MCNULTY Brandon","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","108","BARGUIL Warren","Team Arkéa Samsic","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","109","RIES Michel","Team Arkéa Samsic","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","110","BERWICK Sebastian","Israel - Premier Tech","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","111","JUNGELS Bob","BORA - hansgrohe","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","112","KONOVALOVAS Ignatas","Groupama - FDJ","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","113","FRIGO Marco","Israel - Premier Tech","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","114","HEALY Ben","EF Education-EasyPost","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","115","CLARKE Simon","Israel - Premier Tech","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","116","GLOAG Thomas","Jumbo-Visma","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","117","WILLIAMS Stephen","Israel - Premier Tech","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","118","GHEBREIGZABHIER Amanuel","Trek - Segafredo","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","119","SEVILLA Diego Pablo","EOLO-Kometa","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","120","DE MARCHI Alessandro","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","121","REX Laurenz","Intermarché - Circus - Wanty","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","122","GAVIRIA Fernando","Movistar Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","123","MULUBRHAN Henok","Green Project-Bardiani CSF-Faizanè","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","124","SÜTTERLIN Jasha","Bahrain - Victorious","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","125","VERONA Carlos","Movistar Team","","5:02"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","126","VERGAERDE Otto","Trek - Segafredo","","10:41"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","127","PÖSTLBERGER Lukas","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","128","CORT Magnus","EF Education-EasyPost","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","129","BENEDETTI Cesare","BORA - hansgrohe","","10:43"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","130","KRIEGER Alexander","Alpecin-Deceuninck","","10:45"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","131","PRONSKIY Vadim","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","132","STEWART Jake","Groupama - FDJ","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","133","DOMBROWSKI Joe","Astana Qazaqstan Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","134","GROVES Kaden","Alpecin-Deceuninck","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","135","STEWART Campbell","Team Jayco AlUla","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","136","COVI Alessandro","UAE Team Emirates","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","137","SIVAKOV Pavel","INEOS Grenadiers","","13:56"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","138","VANHOUCKE Harm","Team DSM","","15:46"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","139","CHEREL Mikaël","AG2R Citroën Team","",",,"
"Stage 11 | Camaiore - Tortona","17/05","(219k)","140","VERRE Alessandro","Team Arkéa Samsic","","18:27"
